"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	"White"	"2106-3"	12	62431	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	"White"	"2106-3"	12	64502	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	"White"	"2106-3"	14	67101	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	"White"	"2106-3"	12	67538	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	"White"	"2106-3"	24	68678	34.9
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	"White"	"2106-3"	18	69411	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	"White"	"2106-3"	16	70418	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	"White"	"2106-3"	17	70833	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	"White"	"2106-3"	21	70928	29.6
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	"White"	"2106-3"	22	71221	30.9
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	"White"	"2106-3"	28	70928	39.5
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	"White"	"2106-3"	22	69530	31.6
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	"White"	"2106-3"	20	68316	29.3
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	"White"	"2106-3"	29	67008	43.3
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	"White"	"2106-3"	20	65627	30.5
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	"White"	"2106-3"	18	64225	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	"White"	"2106-3"	21	62774	33.5
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	"White"	"2106-3"	22	60975	36.1
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2018"	"2018"	"White"	"2106-3"	14	59185	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2019"	"2019"	"White"	"2106-3"	23	57018	40.3
	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	"2020 "	"2020"	"White"	"2106-3"	12	54773	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	"White"	"2106-3"	11	48959	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	"White"	"2106-3"	12	52663	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	"White"	"2106-3"	15	54073	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	"White"	"2106-3"	15	54956	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	"White"	"2106-3"	12	56711	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	"White"	"2106-3"	15	58275	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	"White"	"2106-3"	19	60386	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	"White"	"2106-3"	13	60624	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	"White"	"2106-3"	16	61638	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	"White"	"2106-3"	15	62214	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	"White"	"2106-3"	21	62900	33.4
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	"White"	"2106-3"	20	63677	31.4
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	"White"	"2106-3"	16	64309	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2018"	"2018"	"White"	"2106-3"	15	64290	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2019"	"2019"	"White"	"2106-3"	21	64320	32.6
	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	"2020 "	"2020"	"White"	"2106-3"	13	63988	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"15-24 years"	"15-24"	"2009"	"2009"	"White"	"2106-3"	11	203391	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"15-24 years"	"15-24"	"2010"	"2010"	"White"	"2106-3"	10	204610	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"15-24 years"	"15-24"	"2011"	"2011"	"White"	"2106-3"	11	203924	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"15-24 years"	"15-24"	"2012"	"2012"	"White"	"2106-3"	12	204452	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"15-24 years"	"15-24"	"2013"	"2013"	"White"	"2106-3"	11	204249	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"15-24 years"	"15-24"	"2014"	"2014"	"White"	"2106-3"	11	203277	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"15-24 years"	"15-24"	"2016"	"2016"	"White"	"2106-3"	21	202332	10.4
	"South Carolina"	"45"	"Female"	"F"	"15-24 years"	"15-24"	"2017"	"2017"	"White"	"2106-3"	14	202724	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"15-24 years"	"15-24"	"2020 "	"2020"	"White"	"2106-3"	17	207991	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"1999"	"1999"	"White"	"2106-3"	13	189625	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2000"	"2000"	"White"	"2106-3"	12	187320	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2001"	"2001"	"White"	"2106-3"	18	183865	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2002"	"2002"	"White"	"2106-3"	11	183647	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2003"	"2003"	"White"	"2106-3"	12	184266	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2005"	"2005"	"White"	"2106-3"	12	186098	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2007"	"2007"	"White"	"2106-3"	17	190349	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2008"	"2008"	"White"	"2106-3"	12	193134	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2009"	"2009"	"White"	"2106-3"	12	195046	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2010"	"2010"	"White"	"2106-3"	19	196007	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2011"	"2011"	"White"	"2106-3"	23	199440	11.5
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2012"	"2012"	"White"	"2106-3"	19	201183	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2013"	"2013"	"White"	"2106-3"	21	203941	10.3
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2014"	"2014"	"White"	"2106-3"	18	209519	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2015"	"2015"	"White"	"2106-3"	27	214517	12.6
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2016"	"2016"	"White"	"2106-3"	22	219145	10.0
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2017"	"2017"	"White"	"2106-3"	22	222193	9.9
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2018"	"2018"	"White"	"2106-3"	19	223988	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2019"	"2019"	"White"	"2106-3"	17	226560	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	"2020 "	"2020"	"White"	"2106-3"	16	229013	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"1999"	"1999"	"White"	"2106-3"	15	214114	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2000"	"2000"	"White"	"2106-3"	24	214773	11.2
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2001"	"2001"	"White"	"2106-3"	20	214148	9.3
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2002"	"2002"	"White"	"2106-3"	18	211859	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2003"	"2003"	"White"	"2106-3"	21	209910	10.0
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2004"	"2004"	"White"	"2106-3"	17	209711	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2005"	"2005"	"White"	"2106-3"	19	209814	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2006"	"2006"	"White"	"2106-3"	26	210962	12.3
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2007"	"2007"	"White"	"2106-3"	23	212049	10.8
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2008"	"2008"	"White"	"2106-3"	22	211855	10.4
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2009"	"2009"	"White"	"2106-3"	22	209562	10.5
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2010"	"2010"	"White"	"2106-3"	24	207211	11.6
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2011"	"2011"	"White"	"2106-3"	27	204518	13.2
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2012"	"2012"	"White"	"2106-3"	18	204321	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2013"	"2013"	"White"	"2106-3"	23	205165	11.2
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2014"	"2014"	"White"	"2106-3"	33	204976	16.1
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2015"	"2015"	"White"	"2106-3"	27	205310	13.2
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2016"	"2016"	"White"	"2106-3"	29	205603	14.1
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2017"	"2017"	"White"	"2106-3"	22	207255	10.6
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2018"	"2018"	"White"	"2106-3"	24	210068	11.4
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2019"	"2019"	"White"	"2106-3"	22	213269	10.3
	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	"2020 "	"2020"	"White"	"2106-3"	29	217405	13.3
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"1999"	"1999"	"White"	"2106-3"	17	194400	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2000"	"2000"	"White"	"2106-3"	22	199182	11.0
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2001"	"2001"	"White"	"2106-3"	28	206347	13.6
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2002"	"2002"	"White"	"2106-3"	16	206944	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2003"	"2003"	"White"	"2106-3"	27	209266	12.9
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2004"	"2004"	"White"	"2106-3"	23	212634	10.8
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2005"	"2005"	"White"	"2106-3"	31	216814	14.3
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2006"	"2006"	"White"	"2106-3"	33	222376	14.8
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2007"	"2007"	"White"	"2106-3"	37	226816	16.3
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2008"	"2008"	"White"	"2106-3"	28	230324	12.2
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2009"	"2009"	"White"	"2106-3"	28	233780	12.0
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2010"	"2010"	"White"	"2106-3"	49	234294	20.9
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2011"	"2011"	"White"	"2106-3"	32	233109	13.7
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2012"	"2012"	"White"	"2106-3"	45	231544	19.4
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2013"	"2013"	"White"	"2106-3"	28	230986	12.1
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2014"	"2014"	"White"	"2106-3"	42	230912	18.2
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2015"	"2015"	"White"	"2106-3"	46	231892	19.8
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2016"	"2016"	"White"	"2106-3"	44	233213	18.9
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2017"	"2017"	"White"	"2106-3"	54	232313	23.2
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2018"	"2018"	"White"	"2106-3"	35	231385	15.1
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2019"	"2019"	"White"	"2106-3"	42	229051	18.3
	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	"2020 "	"2020"	"White"	"2106-3"	26	228439	11.4
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"1999"	"1999"	"White"	"2106-3"	12	143505	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2000"	"2000"	"White"	"2106-3"	20	146753	13.6
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2001"	"2001"	"White"	"2106-3"	16	151977	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2003"	"2003"	"White"	"2106-3"	15	170788	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2004"	"2004"	"White"	"2106-3"	14	178452	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2005"	"2005"	"White"	"2106-3"	19	186858	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2006"	"2006"	"White"	"2106-3"	21	195596	10.7
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2007"	"2007"	"White"	"2106-3"	30	204243	14.7
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2008"	"2008"	"White"	"2106-3"	18	211194	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2009"	"2009"	"White"	"2106-3"	27	217388	12.4
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2010"	"2010"	"White"	"2106-3"	26	222785	11.7
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2011"	"2011"	"White"	"2106-3"	30	230939	13.0
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2012"	"2012"	"White"	"2106-3"	31	231222	13.4
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2013"	"2013"	"White"	"2106-3"	33	234285	14.1
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2014"	"2014"	"White"	"2106-3"	39	238241	16.4
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2015"	"2015"	"White"	"2106-3"	33	243163	13.6
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2016"	"2016"	"White"	"2106-3"	37	248711	14.9
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2017"	"2017"	"White"	"2106-3"	35	251931	13.9
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2018"	"2018"	"White"	"2106-3"	36	255940	14.1
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2019"	"2019"	"White"	"2106-3"	32	260142	12.3
	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	"2020 "	"2020"	"White"	"2106-3"	23	263449	8.7
	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	"2000"	"2000"	"White"	"2106-3"	10	113883	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	"2009"	"2009"	"White"	"2106-3"	14	147566	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	"2012"	"2012"	"White"	"2106-3"	15	171004	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	"2013"	"2013"	"White"	"2106-3"	12	180301	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	"2014"	"2014"	"White"	"2106-3"	18	190022	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	"2015"	"2015"	"White"	"2106-3"	12	199041	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	"2016"	"2016"	"White"	"2106-3"	30	208490	14.4
	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	"2017"	"2017"	"White"	"2106-3"	14	216961	Unreliable
	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	"2018"	"2018"	"White"	"2106-3"	20	223566	8.9
	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	"2019"	"2019"	"White"	"2106-3"	21	232065	9.0
	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	"2020 "	"2020"	"White"	"2106-3"	26	241427	10.8
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"1999"	"1999"	"Black or African American"	"2054-5"	11	97871	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"1999"	"1999"	"White"	"2106-3"	44	188738	23.3
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2000"	"2000"	"Black or African American"	"2054-5"	10	97713	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2000"	"2000"	"White"	"2106-3"	36	190930	18.9
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2001"	"2001"	"White"	"2106-3"	39	194016	20.1
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2002"	"2002"	"Black or African American"	"2054-5"	10	102084	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2002"	"2002"	"White"	"2106-3"	33	195692	16.9
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2003"	"2003"	"Black or African American"	"2054-5"	11	103620	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2003"	"2003"	"White"	"2106-3"	26	195059	13.3
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2004"	"2004"	"Black or African American"	"2054-5"	11	105573	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2004"	"2004"	"White"	"2106-3"	43	200682	21.4
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	"Black or African American"	"2054-5"	14	107702	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	"White"	"2106-3"	45	203483	22.1
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	"Black or African American"	"2054-5"	12	109652	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	"White"	"2106-3"	37	206805	17.9
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2007"	"2007"	"White"	"2106-3"	40	211644	18.9
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	"Black or African American"	"2054-5"	17	110789	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	"White"	"2106-3"	58	214613	27.0
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	"Black or African American"	"2054-5"	18	111108	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	"White"	"2106-3"	35	217074	16.1
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	"Black or African American"	"2054-5"	18	110712	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	"White"	"2106-3"	45	218002	20.6
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	"Black or African American"	"2054-5"	21	110936	18.9
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	"White"	"2106-3"	45	218373	20.6
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	"White"	"2106-3"	45	219340	20.5
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	"Black or African American"	"2054-5"	15	112274	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	"White"	"2106-3"	55	221243	24.9
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	"Black or African American"	"2054-5"	13	111086	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	"White"	"2106-3"	60	220501	27.2
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	"Black or African American"	"2054-5"	14	110520	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	"White"	"2106-3"	64	221018	29.0
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	"Black or African American"	"2054-5"	15	108673	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	"White"	"2106-3"	64	218934	29.2
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	"Black or African American"	"2054-5"	13	107564	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	"White"	"2106-3"	63	220183	28.6
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	"Black or African American"	"2054-5"	17	105815	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	"White"	"2106-3"	77	220160	35.0
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2019"	"2019"	"Black or African American"	"2054-5"	22	104193	21.1
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2019"	"2019"	"White"	"2106-3"	74	221303	33.4
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2020 "	"2020"	"Black or African American"	"2054-5"	27	103388	26.1
	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	"2020 "	"2020"	"White"	"2106-3"	84	223358	37.6
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"1999"	"1999"	"White"	"2106-3"	37	197556	18.7
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2000"	"2000"	"Black or African American"	"2054-5"	10	76672	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2000"	"2000"	"White"	"2106-3"	45	196527	22.9
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2001"	"2001"	"Black or African American"	"2054-5"	15	75084	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2001"	"2001"	"White"	"2106-3"	56	193308	29.0
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	"White"	"2106-3"	53	193682	27.4
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	"Black or African American"	"2054-5"	18	75084	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	"White"	"2106-3"	45	193169	23.3
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	"Black or African American"	"2054-5"	13	76187	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	"White"	"2106-3"	54	193844	27.9
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	"White"	"2106-3"	65	193592	33.6
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	"Black or African American"	"2054-5"	17	77585	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	"White"	"2106-3"	50	194848	25.7
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	"Black or African American"	"2054-5"	11	78894	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	"White"	"2106-3"	55	195977	28.1
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	"Black or African American"	"2054-5"	14	80632	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	"White"	"2106-3"	41	199576	20.5
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2009"	"2009"	"White"	"2106-3"	66	201281	32.8
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	"Black or African American"	"2054-5"	13	83147	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	"White"	"2106-3"	65	202864	32.0
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	"Black or African American"	"2054-5"	12	84571	Unreliable
	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	"White"	"2106-3"	67	205608	32.6
